index,Zip Code Tabulation Area,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Population 25 and Over,Rate 25 and Over w/ less than 1st grade,Rate 25 and Over w/ Some or Completed Elementary School,Rate 25 and Over w/ Some or Completed Middle School,Rate 25 and Over w/ Some or Completed High School or Equivalent,"Rate 25 and Over w/ Some college, less than 1 year","Rate 25 and Over w/ Some college, 1 or more years",Rate 25 and Over w/ Associate's degree,Rate 25 and Over w/ Bachelor's degree,Rate 25 and Over w/ Master's degree,Rate 25 and Over w/ Professional school degree,Rate 25 and Over w/ Doctorate degree
29573,87505,30659,49.5,59536,40261,0.1157572,23725,0.007544784,0.021833509,0.011127503,0.226469968,0.041433087,0.142381454,0.050073762,0.236080084,0.174457323,0.046617492,0.041981033
29574,87506,13209,52.6,68788,52517,0.120523885,10083,0.00595061,0.008826738,0.017653476,0.254091044,0.070415551,0.11802043,0.054943965,0.201527323,0.155410096,0.051175245,0.06198552
29575,87507,48947,36.7,53516,27032,0.134308538,32039,0.021942008,0.059084241,0.026655014,0.380723493,0.035051032,0.141515029,0.063672399,0.15284497,0.090608321,0.014295078,0.013608415
29576,87508,19400,51.9,72283,39926,0.092628866,15423,0.006743176,0.016079881,0.011606043,0.217597095,0.037087467,0.15081372,0.060883097,0.243143357,0.16436491,0.04979576,0.041885496
29578,87513,801,43.9,57935,33068,0.400749064,571,0,0,0,0.117338004,0.071803853,0.292469352,0.103327496,0.222416813,0.108581436,0.04028021,0.043782837
29579,87514,866,49.7,38864,29909,0.092378753,591,0,0,0.13536379,0.404399323,0,0.045685279,0,0.235194585,0.030456853,0.072758037,0.076142132
29580,87517,346,48,22339,16790,0.485549133,258,0,0,0,0.093023256,0.093023256,0.186046512,0.186046512,0.30620155,0.135658915,0,0
29581,87519,482,54.5,21842,14251,0.56846473,333,0,0,0,0.513513514,0,0.435435435,0.051051051,0,0,0,0
29583,87525,95,49.7,60500,19466,0.389473684,65,0,0,0,0.092307692,0,0.492307692,0,0.338461538,0.076923077,0,0
29584,87529,4637,53.1,48189,27019,0.127021781,3589,0.010309278,0.002786291,0.030649206,0.342713848,0.038172193,0.208135971,0.018946782,0.188353302,0.103092784,0.007522987,0.049317359
29585,87535,1122,54.4,56250,34763,0.129233512,955,0,0.016753927,0.046073298,0.302617801,0.098429319,0.128795812,0.09947644,0.138219895,0.127748691,0.031413613,0.010471204
29587,87540,963,54.3,66534,45432,0.127725857,790,0,0,0,0.243037975,0.005063291,0.074683544,0.063291139,0.270886076,0.194936709,0.074683544,0.073417722
29589,87544,18356,42.5,115248,56410,0.052244498,13051,0.00030649,0.002145429,0.002911654,0.115086967,0.042218987,0.088345721,0.084208107,0.272776032,0.19209256,0.012412842,0.187495211
29590,87552,3963,37.3,34849,23731,0.129447388,2680,0.007835821,0.010447761,0.030970149,0.403358209,0.088059701,0.164179104,0.092537313,0.143283582,0.047761194,0,0.011567164
29591,87553,1469,50.1,33828,17545,0.236215112,1102,0.008166969,0.019056261,0.013611615,0.549909256,0.037205082,0.176950998,0.07168784,0.083484574,0.038112523,0.001814882,0
29592,87556,2378,46.8,32217,19549,0.127417998,1690,0,0.030769231,0.009467456,0.398816568,0.035502959,0.278106509,0.049704142,0.11183432,0.085798817,0,0
29593,87557,6399,47.8,43930,26247,0.187216753,4658,0.003649635,0,0.047445255,0.266852726,0.054100472,0.189995706,0.121940747,0.183125805,0.107342207,0.004508373,0.021039073
29594,87558,439,28.7,42917,29395,0.109339408,291,0,0,0,0.116838488,0.051546392,0.305841924,0.037800687,0.333333333,0.120274914,0.034364261,0
29595,87560,1220,31.9,27336,11674,0.658196721,883,0,0.165345413,0.053227633,0.381653454,0.026047565,0.238958097,0.020385051,0.103057758,0.011325028,0,0
29596,87562,256,58.6,40850,33261,0,242,0,0,0,0.566115702,0,0.247933884,0.070247934,0,0.115702479,0,0
29598,87565,375,48.9,44583,27327,0.066666667,296,0,0,0,0.445945946,0,0.060810811,0,0.219594595,0.165540541,0.108108108,0
29599,87567,1378,43.1,36831,19975,0.235123367,1068,0.011235955,0.003745318,0.006554307,0.541198502,0.099250936,0.170411985,0.044007491,0.116104869,0.007490637,0,0
29600,87569,460,55.5,25139,23434,0.243478261,409,0,0,0,0.447432763,0.04400978,0.339853301,0,0.11002445,0.02200489,0.036674817,0
29601,87571,12132,44.4,35000,22082,0.200544016,8388,0.004530281,0.014067716,0.006676204,0.315450644,0.064973772,0.258345255,0.06223176,0.161182642,0.074511206,0.029327611,0.008702909
29604,87579,888,53.1,47750,24157,0.157657658,640,0,0.0015625,0.01875,0.5109375,0.05,0.11875,0.078125,0.0765625,0.14375,0,0.0015625
29605,87580,466,30.8,43650,26696,0.107296137,394,0,0,0,0.126903553,0,0.436548223,0.195431472,0.088832487,0.078680203,0.073604061,0
29606,87583,179,51.9,23902,17558,0.089385475,179,0.122905028,0,0,0.335195531,0.05027933,0.43575419,0.055865922,0,0,0,0
29607,87701,19039,42,30243,19374,0.287410053,12863,0.020290756,0.020290756,0.040970225,0.37720594,0.049832854,0.175930965,0.087771126,0.126175853,0.079763663,0.006608101,0.015159761
29608,87710,1492,57.2,41144,26307,0.306970509,1123,0,0.014247551,0,0.154942119,0.021371327,0.280498664,0.056099733,0.305431879,0.140694568,0.011576135,0.015138023
29609,87711,655,59.9,19028,12618,0.244274809,546,0,0.087912088,0,0.536630037,0,0.175824176,0.093406593,0.06959707,0.036630037,0,0
29610,87712,309,15.7,98071,17252,0.203883495,142,0,0,0,0.443661972,0.309859155,0.246478873,0,0,0,0,0
29611,87713,170,65,91667,37439,0.064705882,170,0,0,0,0.229411765,0,0.441176471,0,0.329411765,0,0,0
29612,87714,1162,46.7,30952,22094,0.251290878,767,0.005215124,0.003911343,0.035202086,0.35071708,0.119947849,0.164276402,0.08083442,0.156453716,0.049543677,0,0.033898305
29613,87715,469,33.3,19395,8787,0.113006397,274,0,0,0,0.49270073,0.306569343,0.156934307,0.04379562,0,0,0,0
29614,87718,370,60.3,48359,25018,0.075675676,297,0,0,0,0.188552189,0.013468013,0.383838384,0.084175084,0.269360269,0.060606061,0,0
29615,87722,684,32.7,49659,20607,0.08625731,409,0,0,0,0.506112469,0.085574572,0.342298289,0.039119804,0,0.026894866,0,0
29616,87723,426,70.2,17946,12431,0.286384977,327,0,0,0,0.516819572,0.385321101,0.006116208,0,0.012232416,0.079510703,0,0
29618,87728,468,37.8,36875,17822,0.237179487,292,0.006849315,0,0.054794521,0.530821918,0.037671233,0.174657534,0.030821918,0.116438356,0.047945205,0,0
29621,87731,244,61.5,65117,26002,0.049180328,224,0,0,0,0.053571429,0,0.410714286,0.214285714,0.160714286,0.116071429,0,0.044642857
29622,87732,1531,36.8,29167,18395,0.139124755,1154,0,0.030329289,0,0.327556326,0,0.318024263,0.174176776,0.084055459,0,0,0.065857886
29623,87733,139,37.6,43750,22535,0.215827338,94,0.010638298,0,0,0.457446809,0.053191489,0.053191489,0.287234043,0.138297872,0,0,0
29624,87734,212,53,21875,9908,0.5,128,0,0,0.1015625,0.25,0,0.140625,0.1953125,0.046875,0.1953125,0,0.0703125
29625,87735,75,57.8,12917,12575,0.866666667,75,0,0,0,0.426666667,0,0.44,0.133333333,0,0,0,0
29626,87736,151,59.2,61806,25682,0,151,0,0.059602649,0,0.463576159,0,0.476821192,0,0,0,0,0
29627,87740,7163,46.3,29624,21195,0.234817814,5155,0.017652764,0.001551891,0.017458778,0.451988361,0.093113482,0.164306499,0.102812803,0.077206596,0.056644035,0.008923375,0.008341416
29628,87742,481,67.4,41250,30373,0.0997921,445,0,0,0,0.301123596,0.080898876,0.157303371,0.13258427,0.125842697,0.107865169,0.058426966,0.035955056
29629,87743,245,64.3,22708,37049,0.212244898,221,0.018099548,0,0.036199095,0.393665158,0.149321267,0.126696833,0.031674208,0.149321267,0.058823529,0,0.036199095
29630,87745,769,40.6,54280,23653,0.016905072,505,0,0,0.023762376,0.304950495,0.067326733,0.112871287,0.132673267,0.128712871,0.174257426,0,0.055445545
29631,87746,55,70.7,27500,25113,0,55,0,0,0,0.818181818,0,0.145454545,0,0.018181818,0.018181818,0,0
29632,87747,1423,52.1,41310,21712,0.107519325,1211,0,0.012386457,0.01073493,0.446738233,0.043765483,0.232039637,0.076796036,0.117258464,0.046242775,0,0.014037985
29635,87752,355,57.5,22656,24119,0.273239437,318,0.018867925,0.003144654,0.01572327,0.625786164,0.050314465,0.075471698,0.044025157,0.088050314,0.075471698,0,0.003144654
29636,87753,174,51.5,26354,9855,0.528735632,124,0,0,0.096774194,0.064516129,0,0.814516129,0,0.024193548,0,0,0
29637,87801,9744,32.1,36511,18268,0.285509031,5778,0.031844929,0.017826237,0.042402215,0.400657667,0.069920388,0.128418138,0.056940118,0.128071997,0.066112842,0.020768432,0.037037037
29638,87820,106,69.9,35446,15018,0,91,0,0,0,0.703296703,0,0.296703297,0,0,0,0,0
29639,87821,589,57.7,38080,25873,0.499151104,573,0,0.015706806,0.113438045,0.422338569,0.020942408,0.085514834,0.036649215,0.164048866,0.141361257,0,0
29640,87823,1149,36.5,54792,15943,0.238468233,608,0,0,0,0.600328947,0,0.067434211,0.006578947,0.192434211,0.105263158,0,0.027960526
29641,87824,83,66.9,56300,33200,0.096385542,83,0,0,0,0.481927711,0,0.421686747,0,0,0.096385542,0,0
29642,87825,2057,51.7,26542,18058,0.437530384,1547,0.01616031,0.040723982,0.069166128,0.58177117,0.012928248,0.105365223,0.052359405,0.052359405,0.051712993,0,0.017453135
29643,87827,110,29.7,23897,11339,0.372727273,82,0,0,0,0.109756098,0,0.43902439,0,0.451219512,0,0,0
29644,87828,350,69.1,21375,14648,0.234285714,350,0,0,0.077142857,0.391428571,0.14,0.111428571,0.062857143,0.028571429,0.188571429,0,0
29645,87829,683,59.1,48958,20021,0.172767204,481,0,0,0,0.384615385,0,0.293139293,0.085239085,0.168399168,0.068607069,0,0
29646,87830,1571,58.4,41591,15919,0.218332272,1304,0,0.009202454,0.009969325,0.589723926,0.015337423,0.172546012,0.070552147,0.102760736,0.029907975,0,0
29647,87831,275,59.4,59531,22334,0.090909091,275,0,0,0.058181818,0.643636364,0,0.098181818,0,0.170909091,0.029090909,0,0
29649,87901,6398,53.2,29380,25958,0.27977493,4965,0.009667674,0.010674723,0.034642497,0.425579053,0.089224572,0.187311178,0.069083585,0.09224572,0.068076536,0.005236657,0.008257805
29651,87931,768,47,32339,26779,0.341145833,589,0,0,0,0.067911715,0.018675722,0.222410866,0.161290323,0.375212224,0.118845501,0.0237691,0.01188455
29653,87935,1570,68.5,30938,25626,0.070063694,1462,0,0,0.013679891,0.381668947,0.111491108,0.201778386,0.117647059,0.110807114,0.062927497,0,0
29654,87936,255,71.1,35724,43131,0.141176471,255,0,0,0.058823529,0.317647059,0.184313725,0.356862745,0,0,0.082352941,0,0
29655,87937,2725,26.2,18446,11193,0.44733945,1439,0,0.256428075,0.050034746,0.389854065,0.034746352,0.068102849,0.048644892,0.081306463,0.041000695,0.029881862,0
29657,87940,977,23.3,59618,17607,0.291709314,458,0,0.102620087,0,0.371179039,0.080786026,0.292576419,0,0.152838428,0,0,0
29658,87941,903,24.5,20360,8423,0.485049834,424,0.070754717,0.377358491,0.176886792,0.375,0,0,0,0,0,0,0
29659,87942,1012,52.2,25833,17984,0.245059289,701,0,0,0.05278174,0.523537803,0.018544936,0.138373752,0.106990014,0.158345221,0,0.001426534,0
29660,87943,146,69,31071,19738,0.089041096,146,0,0,0.164383562,0.232876712,0,0.212328767,0.095890411,0.294520548,0,0,0
29661,88001,36800,27.3,28322,16786,0.346358696,19955,0.014833375,0.049461288,0.019092959,0.336958156,0.074567777,0.187972939,0.087196191,0.141117514,0.069807066,0.009621649,0.009371085
29662,88002,1170,24,53705,21154,0.011965812,496,0,0.032258065,0,0.14516129,0.010080645,0.268145161,0.114919355,0.298387097,0.131048387,0,0
29665,88005,27284,38.6,45170,24327,0.186153057,18105,0.016017675,0.038111019,0.023198012,0.301242751,0.071085336,0.164264015,0.07903894,0.195249931,0.084893676,0.008450704,0.018447943
29666,88007,23350,39.6,46875,25966,0.227623126,15379,0.012029391,0.049483061,0.024839066,0.33350673,0.06112231,0.143832499,0.068860134,0.183236881,0.095194746,0.011184082,0.0167111
29667,88008,8337,28.6,51195,20771,0.275638719,4448,0.009217626,0.045188849,0.003597122,0.264613309,0.056205036,0.225269784,0.076214029,0.224145683,0.081160072,0.003597122,0.010791367
29669,88011,31196,37.4,54414,34820,0.17306706,20107,0.001740687,0.010294922,0.009349978,0.212214652,0.046550952,0.14969911,0.069279355,0.254090615,0.159994032,0.037051773,0.049733924
29670,88012,29044,32.4,48667,20324,0.213469219,17683,0.014137873,0.050783238,0.01136685,0.296725669,0.064355596,0.188316462,0.097607872,0.168749647,0.083922411,0.016795793,0.007238591
29671,88020,667,49.6,39479,19658,0.209895052,501,0.005988024,0.099800399,0.01996008,0.351297405,0.037924152,0.155688623,0.135728543,0.091816367,0.101796407,0,0
29672,88021,19189,28.1,30717,13494,0.403408203,10401,0.026439765,0.173733295,0.031246995,0.418613595,0.034612057,0.135275454,0.06518604,0.077684838,0.025959042,0.006730122,0.004518796
29673,88022,1348,47.6,40913,16805,0.198813056,931,0,0.048335124,0.045112782,0.276047261,0.082706767,0.276047261,0.147153598,0.104189044,0.018259936,0.002148228,0
29674,88023,2504,37.9,34299,17743,0.221645367,1574,0.001905972,0.022236341,0.036213469,0.462515883,0.023506989,0.184243964,0.088945362,0.121982211,0.054002541,0.004447268,0
29676,88025,255,72.3,43603,30891,0,214,0,0.023364486,0,0.551401869,0,0.191588785,0.028037383,0.107476636,0.098130841,0,0
29677,88026,1491,37.3,29618,16293,0.238095238,957,0,0.022988506,0.073145246,0.494252874,0.02507837,0.187042842,0.079414838,0.086729363,0.02507837,0.006269592,0
29678,88027,292,52.2,26648,25315,0.198630137,213,0,0.178403756,0.150234742,0.262910798,0,0.042253521,0.028169014,0.220657277,0.093896714,0.023474178,0
29679,88028,272,60.6,30313,21322,0.235294118,240,0,0,0,0.433333333,0.095833333,0.291666667,0.104166667,0.054166667,0.020833333,0,0
29680,88029,1244,46.4,20396,12502,0.393086817,865,0.032369942,0.262427746,0.09017341,0.332947977,0,0.106358382,0.095953757,0.042774566,0.025433526,0,0.011560694
29681,88030,22991,37.1,28002,16669,0.292157801,14639,0.042967416,0.076917822,0.028348931,0.482205069,0.055604891,0.123847257,0.065373318,0.080128424,0.035863105,0.004098641,0.004645126
29682,88032,252,36.4,22553,13006,0,147,0,0,0,0.755102041,0.115646259,0,0.129251701,0,0,0,0
29686,88039,333,67.9,67250,35216,0.018018018,305,0,0,0.013114754,0.121311475,0.026229508,0.304918033,0.045901639,0.229508197,0.242622951,0,0.016393443
29687,88040,105,46.6,31250,24376,0.171428571,100,0.06,0,0,0.37,0,0.18,0.03,0.29,0.07,0,0
29688,88041,1117,60.5,38636,24125,0.111906893,998,0,0,0.024048096,0.398797595,0.019038076,0.28256513,0.043086172,0.143286573,0.053106212,0,0.036072144
29690,88043,1573,39.1,37875,18644,0.137952956,1022,0,0.035225049,0.048923679,0.423679061,0.0518591,0.18297456,0.101761252,0.080234834,0.075342466,0,0
29691,88044,3527,45.4,37747,19757,0.17947264,2410,0.060165975,0.133609959,0.029045643,0.336514523,0.069294606,0.131120332,0.068879668,0.080912863,0.071369295,0.012448133,0.006639004
29692,88045,3450,40.8,35729,20225,0.295942029,2386,0.029337804,0.024727578,0.041492037,0.484911987,0.066638726,0.161777033,0.071248952,0.085079631,0.034786253,0,0
29693,88046,655,53.9,37321,24143,0.093129771,504,0,0.047619048,0.06547619,0.337301587,0.015873016,0.06547619,0.089285714,0.279761905,0.099206349,0,0
29694,88047,2301,36.7,70887,26353,0.246414602,1511,0.051621443,0.201853077,0,0.286565189,0.035076109,0.150231635,0.037061549,0.163467902,0.039046989,0.035076109,0
29695,88048,2561,43.7,36458,18145,0.13432253,1843,0.053174173,0.230059685,0.062940857,0.317959848,0.014107434,0.188822572,0.029842648,0.071079761,0.032013022,0,0
29696,88049,357,63.5,27277,23853,0.263305322,357,0,0,0,0.434173669,0,0.355742297,0.053221289,0.081232493,0.075630252,0,0
29697,88051,114,65.4,79750,37316,0.026315789,114,0,0,0,0.245614035,0.122807018,0.052631579,0,0.473684211,0.078947368,0,0.026315789
29698,88052,200,34,12475,7926,0.62,147,0,0,0,0,0.054421769,0.176870748,0.768707483,0,0,0,0
29699,88053,209,32.7,6271,46454,0.454545455,153,0,0,0,0.235294118,0.071895425,0.509803922,0,0.058823529,0.058823529,0,0.065359477
29700,88055,39,63.6,37813,43785,0,39,0,0,0,0.743589744,0,0,0.128205128,0.128205128,0,0,0
29701,88056,197,62.8,30455,20425,0.192893401,166,0,0,0.036144578,0.271084337,0.024096386,0.180722892,0.253012048,0.13253012,0,0.084337349,0.018072289
29702,88061,17768,44.9,40515,27310,0.229570014,12696,0.010003151,0.008506616,0.035444234,0.289146188,0.054584121,0.19415564,0.079710145,0.188169502,0.106726528,0.019297417,0.014256459
29703,88063,13961,30.1,24875,12434,0.402263448,7782,0.051657672,0.187869442,0.042534053,0.395656644,0.035337959,0.137625289,0.049473143,0.083269082,0.010922642,0.002955538,0.002698535
29704,88065,532,34.5,49125,29408,0.167293233,340,0,0,0,0.147058824,0,0.426470588,0.179411765,0.120588235,0.052941176,0.058823529,0.014705882
29705,88072,1935,23.6,30805,9166,0.598966408,903,0.032115172,0.266888151,0.055370986,0.427464009,0.040974529,0.07530454,0.03765227,0.064230343,0,0,0
29706,88081,16974,31.5,25559,13876,0.381171203,10038,0.023211795,0.179617454,0.05817892,0.420601713,0.046124726,0.109483961,0.075612672,0.071827057,0.013050408,0,0.002291293
29707,88101,46995,31.1,46545,23869,0.202659857,28731,0.016567471,0.035292889,0.016567471,0.376492291,0.076467927,0.184713376,0.097316487,0.130068567,0.054505586,0.008388152,0.003619784
29709,88112,173,38.6,43125,26953,0.144508671,122,0,0,0.016393443,0.180327869,0.098360656,0.229508197,0.073770492,0.327868852,0.073770492,0,0
29710,88113,77,50.2,52679,22505,0,52,0,0.365384615,0,0.384615385,0,0.192307692,0,0.057692308,0,0,0
29713,88116,450,44.3,46250,29141,0.1,303,0.02970297,0.052805281,0.00990099,0.323432343,0.085808581,0.184818482,0.02970297,0.178217822,0.105610561,0,0
29714,88118,336,30.7,52188,18076,0.110119048,209,0.004784689,0.066985646,0,0.464114833,0.124401914,0.09569378,0.086124402,0.090909091,0.066985646,0,0
29715,88119,1976,36.4,30944,18935,0.151821862,1241,0,0.024174053,0.011281225,0.497179694,0.047542305,0.29089444,0.026591459,0.054794521,0.047542305,0,0
29716,88120,221,43.9,57188,27373,0.067873303,153,0.058823529,0.052287582,0.006535948,0.287581699,0.156862745,0.08496732,0.091503268,0.08496732,0.176470588,0,0
29717,88121,95,51.3,31750,28254,0.063157895,68,0,0,0,0.352941176,0.132352941,0.205882353,0,0.176470588,0.132352941,0,0
29718,88124,1037,47.3,47727,27314,0.135969142,796,0.003768844,0,0.032663317,0.326633166,0.08919598,0.216080402,0.087939698,0.16959799,0.056532663,0.006281407,0.011306533
29720,88126,53,26.3,158472,51108,0,29,0,0,0,0.75862069,0.137931034,0.103448276,0,0,0,0,0
29721,88130,17696,29.3,40095,19504,0.250904159,10005,0.018390805,0.043178411,0.020889555,0.405597201,0.052773613,0.149325337,0.055072464,0.146726637,0.084057971,0.004197901,0.019790105
29722,88132,249,31.8,65625,23420,0.18875502,135,0.074074074,0.059259259,0.02962963,0.266666667,0.074074074,0.22962963,0.037037037,0.125925926,0.103703704,0,0
29724,88135,1583,28.9,42786,16434,0.262160455,875,0.016,0.098285714,0.038857143,0.419428571,0.038857143,0.226285714,0.014857143,0.096,0.043428571,0.008,0
29725,88136,27,67.9,108214,71170,0,27,0,0,0,0.259259259,0.37037037,0.259259259,0,0.111111111,0,0,0
29726,88201,26539,39.3,51387,26864,0.152944723,17532,0.019564225,0.024982888,0.024697696,0.320613735,0.083903719,0.169233402,0.095425508,0.170773443,0.065138033,0.010837326,0.014830025
29727,88203,30746,32.9,37869,17660,0.24835751,18575,0.025033647,0.075208614,0.038115747,0.42654105,0.074078062,0.151493943,0.085275908,0.085329744,0.032355316,0.004037685,0.002530283
29728,88210,18420,33,54461,28082,0.198371336,11315,0.006274856,0.051347768,0.018647813,0.477861246,0.072558551,0.138311975,0.080070703,0.10861688,0.044365886,0.001148917,0.000795404
29729,88220,36708,36.3,67588,29423,0.127710581,24029,0.007282867,0.028548837,0.011943901,0.451662574,0.065088019,0.167963711,0.100212244,0.097590412,0.057513837,0.006034375,0.006159224
29730,88230,4880,35.3,38850,18455,0.19897541,3049,0.050508363,0.085601837,0.012463103,0.458510987,0.055755986,0.205313217,0.059035749,0.041980977,0.03082978,0,0
29731,88231,3412,31.3,69188,24171,0.186400938,1944,0.007716049,0.065843621,0.027263374,0.507201646,0.027777778,0.177983539,0.081790123,0.081790123,0.016975309,0,0.005658436
29732,88232,2408,35.9,40972,14329,0.139534884,1643,0.024954352,0.080949483,0.059038344,0.483262325,0.041996348,0.144856969,0.062081558,0.083992696,0.017041996,0.001825928,0
29733,88240,40860,30.7,58531,24259,0.178120411,24004,0.0332028,0.070988169,0.028911848,0.463422763,0.07373771,0.134477587,0.063489418,0.081653058,0.040034994,0.00595734,0.004124313
29734,88242,7174,36.9,74275,32959,0.077083914,4708,0.007009346,0.06393373,0.008071368,0.419923534,0.081138488,0.134876805,0.088147833,0.09855565,0.081350892,0.010407816,0.006584537
29736,88252,2115,35.5,56337,24981,0.162647754,1382,0.035455861,0.124457308,0.045586107,0.479739508,0.026772793,0.167872648,0.055716353,0.059334298,0,0.005065123,0
29737,88253,771,36.2,57841,27826,0.141374838,502,0.045816733,0.041832669,0.043824701,0.37250996,0.119521912,0.101593625,0.091633466,0.139442231,0.043824701,0,0
29740,88256,1693,44.2,39181,24879,0.165386887,1212,0.00660066,0.040429043,0.028877888,0.604785479,0.041254125,0.124587459,0.072607261,0.066006601,0.014851485,0,0
29741,88260,15142,31.6,53444,22786,0.145687492,8942,0.019123239,0.08242004,0.03533885,0.494967569,0.074032655,0.134645493,0.05759338,0.064974279,0.030530083,0.003243122,0.003131291
29743,88263,182,51.6,103571,42421,0.10989011,170,0,0,0,0.8,0,0.135294118,0.064705882,0,0,0,0
29745,88265,135,50.8,52857,26803,0.140740741,99,0,0,0,0.414141414,0.161616162,0.191919192,0,0.141414141,0,0.090909091,0
29746,88267,1233,38.3,50083,24815,0.113544201,835,0,0.071856287,0.023952096,0.42754491,0.035928144,0.190419162,0.073053892,0.111377246,0.053892216,0,0.011976048
29748,88301,1185,50.2,34650,19080,0.233755274,876,0.00456621,0.04109589,0,0.390410959,0.04109589,0.307077626,0.042237443,0.103881279,0.069634703,0,0
29749,88310,36282,38.1,45053,24907,0.16319387,24850,0.012072435,0.013963783,0.011750503,0.362132797,0.104869215,0.170744467,0.117947686,0.119275654,0.06861167,0.01195171,0.00668008
29750,88311,1259,42.9,40257,37604,0.302621128,934,0.005353319,0,0,0.400428266,0.098501071,0.214132762,0.184154176,0.082441113,0,0.014989293,0
29751,88312,2719,59.2,58945,35313,0.041559397,2298,0,0,0.019582245,0.186248912,0.039164491,0.231505657,0.066579634,0.351174935,0.077893821,0.010879025,0.016971279
29753,88316,2123,51,38804,25977,0.22044277,1497,0.006012024,0,0.006680027,0.412825651,0.05744823,0.220440882,0.080828323,0.166332665,0.048096192,0.001336005,0
29754,88317,1654,57.8,52147,30028,0.154171705,1318,0,0.003034901,0,0.220789074,0.094840668,0.2215478,0.093323217,0.194233687,0.08801214,0.051593323,0.03262519
29755,88318,264,59.6,65000,32417,0.056818182,217,0,0,0,0.419354839,0.050691244,0.198156682,0.046082949,0.152073733,0.059907834,0.073732719,0
29756,88321,86,63,25125,20947,0.151162791,86,0,0,0,0.76744186,0.069767442,0.081395349,0.046511628,0.034883721,0,0,0
29759,88325,808,46.4,54773,23947,0.03960396,579,0,0,0.015544041,0.155440415,0.018998273,0.139896373,0.184801382,0.248704663,0.141623489,0.094991364,0
29760,88330,3879,22.1,46250,17392,0.092549626,1486,0.004037685,0,0,0.185060565,0.083445491,0.230820996,0.203230148,0.221399731,0.067967699,0.004037685,0
29761,88336,461,43.6,26902,12359,0.245119306,305,0,0.118032787,0,0.354098361,0,0.190163934,0,0.131147541,0.206557377,0,0
29762,88337,2139,55.3,48105,26238,0.16970547,1739,0.005175388,0,0.01840138,0.283496262,0.079355952,0.23346751,0.13973548,0.127084531,0.101207591,0.006900518,0.005175388
29763,88338,87,51.5,145313,78198,0,77,0,0,0,0,0.519480519,0.155844156,0.142857143,0.181818182,0,0,0
29764,88339,518,60.3,53347,24192,0.135135135,455,0,0,0,0.395604396,0.096703297,0.23956044,0.118681319,0.074725275,0.037362637,0,0.037362637
29765,88340,3730,28.7,33796,12451,0.320643432,2028,0.008382643,0.005424063,0.025641026,0.50147929,0.052268245,0.222879684,0.079881657,0.078895464,0.022682446,0.002465483,0
29766,88341,590,60.8,43506,24377,0.062711864,469,0,0,0,0.28358209,0.006396588,0.28358209,0.115138593,0.206823028,0.087420043,0.017057569,0
29770,88345,8418,52.7,44623,27074,0.128534094,6607,0.011805661,0,0.021492357,0.334039655,0.06023914,0.15483578,0.097623732,0.220069623,0.069623127,0.013773271,0.016497654
29771,88346,2874,32.9,25531,20641,0.314544189,1722,0,0.024390244,0.081881533,0.430894309,0.051103368,0.163182346,0.117886179,0.084204413,0.046457607,0,0
29772,88347,118,29.5,28393,11209,0.389830508,79,0,0,0,0.632911392,0,0,0,0.367088608,0,0,0
29776,88351,162,64.5,35962,34658,0.166666667,146,0,0,0,0.479452055,0.109589041,0.294520548,0.02739726,0.089041096,0,0,0
29777,88352,4812,45.3,47886,27174,0.123441397,3355,0.019374069,0.018181818,0.016691505,0.397615499,0.10461997,0.197615499,0.041728763,0.088226528,0.091505216,0.010730253,0.013710879
29778,88353,152,68.3,22727,13741,0.151315789,152,0,0.039473684,0,0.75,0,0.032894737,0.138157895,0.039473684,0,0,0
29781,88401,6481,42,25514,16972,0.239777812,4507,0.011315731,0.007987575,0.048147326,0.519192367,0.066563124,0.130907477,0.077656978,0.07521633,0.058353672,0.001996894,0.002662525
29783,88411,46,58.8,39375,35120,0.152173913,46,0,0,0,0.217391304,0.260869565,0,0.152173913,0.108695652,0.260869565,0,0
29785,88415,3546,41.1,37576,24065,0.134235759,2687,0.01637514,0.026051358,0.046148121,0.561592854,0.057312988,0.12504652,0.055452177,0.069966505,0.040193524,0.001860811,0
29788,88418,213,46.3,45625,24656,0.03286385,152,0,0,0.013157895,0.368421053,0.065789474,0.289473684,0.065789474,0.164473684,0,0.032894737,0
29789,88419,132,43,50938,28515,0.022727273,90,0,0,0,0.366666667,0.077777778,0.088888889,0.044444444,0.2,0.133333333,0.033333333,0.055555556
29793,88426,981,52.8,38717,23949,0.191641182,725,0.006896552,0,0.024827586,0.551724138,0.049655172,0.113103448,0.088275862,0.063448276,0.102068966,0,0
29794,88427,211,45.7,43750,23976,0.208530806,170,0.052941176,0,0.123529412,0.505882353,0.023529412,0.111764706,0.035294118,0.135294118,0.011764706,0,0
29797,88434,458,38.6,42000,22722,0.065502183,344,0.014534884,0,0,0.386627907,0.069767442,0.200581395,0.005813953,0.203488372,0.119186047,0,0
29798,88435,3787,38.7,28454,18356,0.127277528,2766,0.011569053,0.011569053,0.035791757,0.548083876,0.063268257,0.163412871,0.040853218,0.0835141,0.03362256,0.008315257,0
29799,88436,50,71.3,27125,24366,0.2,27,0,0,0,0.62962963,0,0,0,0,0.37037037,0,0
29800,89001,1441,35.5,60160,20615,0.059680777,951,0,0,0.025236593,0.402733964,0.031545741,0.238696109,0.058885384,0.171398528,0.07150368,0,0
